認証番号,店名,住所,更新日,townid
0417,居酒屋 呑喰里,福井県坂井市丸岡町西瓜屋15-6-1,2021-08-02,E91387399111
0415,カラオケ喫茶 和,福井県福井市宮地町59-4-1,2021-08-02,E9138736626
0410,レストラン パンエ,福井県越前市東千福町24-17,2021-08-02,E9138498493
0408,２５２５亭 福井開発店,福井県福井市開発4丁目401-1,2021-08-02,E9138736792
0406,KandK,福井県福井市江守中2丁目601,2021-08-02,E9138735621
0405,焼肉 京城苑,福井県越前市府中1丁目14-23,2021-08-02,E9138498824
0404,香花,福井県福井市二の宮2-29-10 パストラルイン二宮1F,2021-08-02,E9138736784
0402,たぬきや,福井県福井市花月1-5-13,2021-08-02,E9138735936
0401,かわだ尾花屋まちライブラリー,福井県鯖江市河和田町19-1-9,2021-08-02,E913873329
0400,吉田焼肉店,福井県あわら市春宮2-10-30,2021-08-02,E9138763459
0399,竹田家,福井県大野市本町4-5,2021-08-02,E91388138171
0398,手打ちそば処 たけうち,福井県坂井市三国町山王4-1-47,2021-08-02,E913876242
0397,ジャドール,福井県敦賀市清水町1-18-13,2021-08-02,E9138467733
0396,福寿し,福井県坂井市三国町北本町2-1-45,2021-08-02,E913876242
0395,楽膳,福井県丹生郡越前町気比庄33-22-3,2021-08-02,E913873248
0393,大八,福井県南条郡南越前町湯尾3-13-5,2021-08-02,E913849552
0392,FAN's KITCHEN,福井県福井市大丹生町70-1-6,2021-08-02,E913872693
0391,コーヒーハウス 神戸っ子,福井県福井市日光2-1-8 日光レジデンス1F,2021-08-02,E9138735952
0388,player's cafe Bostonclub,福井県大野市本町9-3,2021-08-02,E91388138171
0387,わかば,福井県鯖江市舟津町1丁目6-1,2021-08-02,E9138732263
0386,スナック 幸,福井県鯖江市桜町2丁目2-11,2021-08-02,E9138732294
0384,耒神（らいじん）,福井県福井市有楽町6-16,2021-08-02,E91387356977
0383,くるくる寿司 ほがらか亭,福井県福井市成和1丁目1009-1,2021-08-02,E9138736571
0381,たんぽぽ,福井県鯖江市西袋町39-1-1,2021-08-02,E913873361
0375,海食空間 かに乃花,福井県丹生郡越前町梅浦56-13,2021-08-02,E913872354
0374,Snowcafe 焙煎工房,福井県福井市荒木新保町31-21,2021-08-02,E913873629
0373,焼肉食堂 いづもや,福井県坂井市丸岡町西瓜屋2-7-3,2021-08-02,E91387399111
0372,喫茶 とっど,福井県大野市中保18-35-1,2021-08-02,E9138813838
0371,ふくりゅう軒,福井県福井市加茂河原3-12-31,2021-08-02,E9138735678
0370,めだか,福井県鯖江市桜町1-5-9,2021-08-02,E9138732292
0369,８番らーめん 足羽店,福井県福井市真木町13-19,2021-08-02,E9138732958
0367,そば処 又八庵,福井県敦賀市杉箸79-42,2021-08-02,E91384684
0365,出みせ,福井県丹生郡越前町高佐27-1,2021-08-02,E913848982
0364,ギャラリー&カフェレスト みらいばこ,福井県敦賀市呉竹町1-41-15-101,2021-08-02,E91384674873
0363,レストラン 朱雀,福井県坂井市坂井町下兵庫252-14,2021-08-02,E913876232
0362,PUNTO,福井県鯖江市神明町5-4-62,2021-08-02,E9138732911
0361,御殿 當田屋,福井県鯖江市本町1丁目4-10,2021-08-02,E91387322932
0360,一乗谷レストラント,福井県福井市城戸ノ内町10-48,2021-08-02,E913873399
0359,MOMI＆TOY’S エンゼルランドふくい前店,福井県坂井市春江町江留下高道95-1,2021-08-02,E91387394199
0358,五目亭 新保店,福井県福井市新保北1-409,2021-08-02,E9138736876
0357,Bar Banguet,福井県越前市京町2-1-5,2021-08-02,E91384988151
0355,海鮮お食事処 夕なぎ荘,福井県坂井市三国町安島64-1-33,2021-08-02,E913876242
0354,多国籍居酒屋 シャンガリ,福井県福井市日之出1-14-10 坪井ビル1F,2021-08-02,E91387367221
0353,すし春,福井県福井市学園1丁目2-12 学園ビル1F,2021-08-02,E91387359283
0352,屋台中華 まる,福井県あわら市温泉3-201 あわら温泉屋台村湯けむり横丁内,2021-08-02,E91387626758
0351,小料理 あさ川,福井県坂井市三国町山岸39-50-9,2021-08-02,E913876242
0350,恵長庵 まんもと,福井県福井市日之出1-13-6,2021-08-02,E91387367221
0349,善五郎,福井県福井市文京1-4-24,2021-08-02,E9138736746
0348,山楽亭,福井県吉田郡永平寺町志比23-31-10,2021-08-02,E91388146
0347,スイーツ＆カフェ Blanc,福井県鯖江市丸山町2丁目7-13,2021-08-02,E9138732832
0346,グリル セピア,福井県鯖江市水落町3-8-25,2021-08-02,E913873261
0344,grass.No,福井県福井市順化2丁目22-1 寺本ビル201,2021-08-02,E91387359339
0342,のれん,福井県福井市福2-1910,2021-08-02,E9138735645
0341,グリーンハウス,福井県敦賀市港町2-15,2021-08-02,E91384677397
0340,パブレストラン ゴリラ,福井県小浜市小浜酒井64,2021-08-02,E91384437386
0339,DINO CAFE,福井県勝山市村岡町寺尾51-11,2021-08-02,E913881686
0337,浅田クッキングスクール直営 クィーンアリス,福井県福井市町屋1-5-31,2021-08-02,E9138736767
0336,チェリー喫茶,福井県大野市月美町5-9,2021-08-02,E9138813824
0335,三谷屋 風,福井県あわら市春宮2-4-18,2021-08-02,E9138763459
0334,タヌキ寿司,福井県敦賀市津内町1-8-15,2021-08-02,E91384677312
0333,旬彩厨房 𠮷のぶ,福井県小浜市駅前町2-8,2021-08-02,E9138443736
0332,おやじのフレンチ てつ,福井県あわら市温泉3-201 あわら温泉屋台村湯けむり横丁内,2021-08-02,E91387626758
0330,莨屋旅館跡 お料理 与志多,福井県福井市照手1-14-4,2021-08-02,E91387359337
0329,Bar LOOFAH,福井県大飯郡高浜町宮崎86-41-16,2021-08-02,E91376636981
0328,道の駅 シーサイド高浜,福井県大飯郡高浜町下車持46-10,2021-08-02,E913766535
0326,テキサスハンズ やしろ店,福井県福井市江守中1丁目1809,2021-08-02,E9138735379
0324,三国サンセットビーチ 海の家 ダイヤモンドヘッド,福井県坂井市三国町米ヶ脇4-4-28 三国サンセットビーチ北側,2021-08-02,E913876242
0323,わらび 高木店,福井県福井市高木町52-28-1,2021-08-02,E9138739124
0321,わらび 鯖江店,福井県鯖江市小黒町1-5-16,2021-08-02,E91387325321
0317,スシロー 福井米松店,福井県福井市米松1-16-38,2021-08-02,E9138736733
0316,スシロー 福井若杉店,福井県福井市若杉1-3015,2021-08-02,E9138735674
0315,スシロー 鯖江店,福井県鯖江市下河端町23-4-1,2021-08-02,E9138732654
0314,スシロー 春江店,福井県坂井市春江町随応寺24-6-3,2021-08-02,E9138739445
0313,ソースかつ丼 福井家 城東店,福井県福井市城東4-29-5,2021-08-02,E9138736495
0312,民宿 冨士,福井県坂井市三国町梶38-37-5,2021-08-02,E913876242
0311,手づくり工房 コスモス（クッキー＆カフェ サニースマイル）,福井県福井市田尻栃谷町38-46-5,2021-08-02,E9138735512
0310,green parluur ベルベール,福井県鯖江市小黒町1-5-3,2021-08-02,E91387325321
0309,なか卯 鯖江五郎丸店,福井県鯖江市横江町2-6-9,2021-08-02,E9138732348
0308,なか卯 福井社店,福井県福井市若杉2-1535,2021-08-02,E9138735671
0305,８番らーめん 国高店,福井県越前市庄町1-7,2021-08-02,E913849892
0302,炭火焼肉屋 さかい 武生店,福井県越前市庄町1-9,2021-08-02,E913849892
0301,コメダ珈琲店 鯖江店,福井県鯖江市神明町3丁目10-20,2021-08-02,E9138732596
0300,コメダ珈琲店 武生店,福井県越前市芝原5丁目3-8,2021-08-02,E9138498877
0299,白山さんち,福井県越前市上杉本町11-7,2021-08-02,E913849745
0298,居酒屋 味処 八八,福井県あわら市舟津31-9-1,2021-08-02,E9138762911
0297,敦賀ふぐの宿 なかい,福井県敦賀市色浜30-6,2021-08-02,E913848367
0295,永平寺親禅の宿 柏樹關,福井県吉田郡永平寺町志比6-1,2021-08-02,E91388146
0294,サニースマイル,福井県福井市下六条14-1 福井県生活学習館内1F,2021-08-02,E9138736194
0292,秋吉 三国店,福井県坂井市三国町楽円53-21-4,2021-08-02,E913876242
0291,ベルサイドカフェ 越前大野店,福井県大野市蕨生137-21-1 道の駅越前おおの荒島の郷内,2021-08-02,E913882146
0290,わらび 稲寄店,福井県越前市稲寄町26-1,2021-08-02,E9138498896
0289,たじべえ,福井県越前市岡本町15-3-2,2021-08-02,E9138498488
0288,海鮮アトム 武生店,福井県越前市新町4字常淵10-1,2021-08-02,E9138498734
0287,大衆割烹 蕗,福井県越前市芝原5-5-39,2021-08-02,E9138498877
0286,ウエルズ,福井県福井市田原1丁目12-7,2021-08-02,E9138736742
0285,海鮮アトム 敦賀若葉店,福井県敦賀市若葉町2-1702,2021-08-02,E9138467417
0284,海鮮アトム 鯖江店,福井県鯖江市柳町4-7-1,2021-08-02,E91387323756
0283,ベラドーナ,福井県小浜市駅前町19-40 ニュー五番街3階,2021-08-02,E9138443736
0280,旬食彩 つぼみ,福井県越前市平出2丁目4-11,2021-08-02,E9138498844
0276,スナック 舞,福井県敦賀市清水町1丁目19-10 千年ビル1F,2021-08-02,E9138467733
0272,居酒屋 てきさす,福井県小浜市小浜酒井1-83,2021-08-02,E91384437386
0271,城小屋 マルコ,福井県坂井市丸岡町霞町1-25,2021-08-02,E91387399173
0270,さのや 開発店,福井県福井市開発1丁目127,2021-08-02,E9138736766
0269,焼肉ダイニング アリラン,福井県福井市舟橋新1-204,2021-08-02,E91387383389
0268,かんすけ,福井県鯖江市小黒町1-3-28,2021-08-02,E91387325321
0267,炭火串焼き串揚げ 一克,福井県勝山市本町1-4-4,2021-08-02,E91388165796
0266,井の上,福井県吉田郡永平寺町志比28-2,2021-08-02,E91388146
0265,京風庵 芳家,福井県鯖江市松成町3-73,2021-08-02,E9138733424
0264,いこい食堂,福井県丹生郡越前町厨10-33,2021-08-02,E913848988
0263,一季,福井県福井市新保1丁目1613,2021-08-02,E9138736848
0262,うなぎや,福井県福井市高木中央2-4118,2021-08-02,E9138739132
0261,サルビア,福井県吉田郡永平寺町東古市16-48,2021-08-02,E9138817218
0260,Tenda Rossa,福井県福井市高柳3-3208,2021-08-02,E91387391393
0258,UMIKARA select,福井県大飯郡高浜町塩土5-1,2021-08-02,E9137663934
0257,うみからテラス,福井県大飯郡高浜町塩土5-1,2021-08-02,E9137663934
0251,今庄そば道場,福井県南条郡南越前町大門10-3-1,2021-08-02,E913849296
0250,Speranza Fiore,福井県敦賀市木崎32-3-1,2021-08-02,E913845966
0249,本手打ちそば 山楽,福井県越前市横市町1-5-5,2021-08-02,E9138498943
0248,台湾料理 昇龍,福井県敦賀市木崎13-28,2021-08-02,E913845966
0247,串酒場 はっさく,福井県小浜市大手町7-36,2021-08-02,E9138443739
0246,みくに隠居処,福井県坂井市三国町宿3-7-22,2021-08-02,E913876242
0245,手打そば 蘭敷,福井県南条郡南越前町湯尾56-6-2,2021-08-02,E913849552
0244,やき処 志喜,福井県福井市安田町82-1,2021-08-02,E9138735734
0243,カフェ モカジジ,福井県福井市東森田3丁目1601番地,2021-08-02,
0241,立ち呑み ゴールデン,福井県鯖江市本町2-1-8,2021-08-02,E91387322935
0240,スナック 桑港,福井県小浜市小浜酒井1-25,2021-08-02,E91384437386
0239,King's 8 Diner,福井県坂井市丸岡町谷町2-34,2021-08-02,E91387399142
0237,魚菜園,福井県福井市順化1-18-8 開明ビル１F,2021-08-02,E9138736711
0235,みそカフェ misola,福井県福井市春山2-25-1 みそ楽2F,2021-08-02,E91387367147
0234,鉄板焼 にしやま亭,福井県鯖江市長泉寺町1-9-15,2021-08-02,E9138732378
0232,御料理 半兵衛,福井県坂井市丸岡町南横地21-17,2021-08-02,E9138739519
0231,居酒屋 晩酌,福井県越前市広瀬町132-28-1,2021-08-02,E91384976
0229,焼肉 じゃがいも,福井県福井市高木2-901,2021-08-02,E9138739122
0228,串よろし,福井県福井市南四ツ居1-1-36 URビル1F南,2021-08-02,E91387365784
0226,中華そば 一力,福井県敦賀市中央町1-13-21,2021-08-02,E9138467473
0225,三河屋,福井県越前市蓬莱町3-25-1,2021-08-02,E91384988162
0224,湯上りだいにんぐ さいさい,福井県福井市渕2丁目1401,2021-08-02,E9138735617
0223,焼肉処 新羅,福井県福井市渕2-1401,2021-08-02,E9138735617
0222,福井ウクレレクラスタ 楽音,福井県福井市文京3-1-29 杉森ビル1F,2021-08-02,E9138735966
0221,魚屋の喰い処 まつ田,福井県福井市蒲生町16-7-1,2021-08-02,E913872629
0218,レストラン ジャルダン,福井県福井市文京4-28-16,2021-08-02,E9138735965
0216,ごはん屋 和,福井県福井市東森田2-108,2021-08-02,
0214,かんぽの宿 福井,福井県福井市渕町43-17,2021-08-02,E9138735619
0212,OUCHI CAFÉ MUC,福井県坂井市坂井町上新庄13-8-15,2021-08-02,E913873975
0211,シシリア,福井県福井市大宮6-13-9,2021-08-02,E9138735958
0209,モーモー亭,福井県三方上中郡若狭町井ノ口29-32-1,2021-08-02,E913845153
0206,かつ時 敦賀店,福井県敦賀市市野々町1-13,2021-08-02,E91384674157
0204,31アイスクリーム エルパ福井店,福井県福井市大和田2丁目1212番地,2021-08-02,E9138739219
0203,ドミノ・ピザ 福井和田東店,福井県福井市和田東2-1003,2021-08-02,E9138736546
0202,田野屋,福井県大野市陽明町1丁目802-5,2021-08-02,E9138813819
0201,テキサスハンズ 丸岡店,福井県坂井市丸岡町一本田中29-2-1 2F,2021-08-02,E9138739834
0200,ピッツェリア フェリーチェ,福井県福井市北四ツ居1-26-19,2021-08-02,E9138736812
0199,リスボンエイト,福井県越前市中央2-6-13,2021-08-02,E9138498736
0198,森六,福井県越前市粟田部町26-20,2021-08-02,E9138499768
0197,食と物 手造りギャラリー よってこ,福井県越前市新在家町9-21-2,2021-08-02,E9138499845
0196,お食事処 よしだ,福井県鯖江市住吉町3-5-15,2021-08-02,E9138732267
0195,鉄板焼居酒屋 笑兵衛,福井県敦賀市白銀町5-22 白銀ビル1F,2021-08-02,E9138467495
0194,和田屋,福井県福井市今市町1-9,2021-08-02,E9138735329
0193,エスポワール 福井店,福井県福井市高木中央3丁目314,2021-08-02,E9138736799
0192,ASARI,福井県鯖江市神明町2-10-17,2021-08-02,E9138732593
0191,モノ カフェ パール エスポワール,福井県越前市瓜生町5-1-1,2021-08-02,E9138498898
0190,和風レストラン くるま屋,福井県三方上中郡若狭町安賀里75-1-6,2021-08-02,E913845166
0187,レストラン 若樹,福井県福井市若杉3-910,2021-08-02,E91387356484
0185,春乃家,福井県鯖江市新横江2-3-27-2,2021-08-02,E9138732354
0184,かく屋,福井県丹生郡越前町織田85-54,2021-08-02,E913873142
0182,Win,福井県大野市弥生町3-2,2021-08-02,E9138813813
0180,栄庵,福井県越前市沢町22,2021-08-02,E9138498494
0179,大宮亭,福井県坂井市丸岡町里丸岡3-10,2021-08-02,E91387399428
0178,ホテル せくみ屋,福井県小浜市小浜白鬚113番地,2021-08-02,E91384437379
0177,㐂の葉,福井県福井市中藤新保町14-1-24,2021-08-02,E913873924
0174,手打ちそば 雪花,福井県敦賀市谷25-2-4,2021-08-02,E913846752
0172,憩い処 みなみ,福井県坂井市三国町山王3-5-26,2021-08-02,E913876242
0171,カリーゲイツ ダンダダ,福井県越前市千福町123,2021-08-02,E9138498468
0170,テキサスハンズ 春江店,福井県福井市石盛町915-1,2021-08-02,E9138739188
0169,明洞２号店,福井県敦賀市白銀町5-18,2021-08-02,E9138467495
0168,旅館 水月,福井県小浜市阿納10-12,2021-08-02,E913844637
0167,カラオケ喫茶 あられちゃん,福井県越前市国府1-3-1 源ビル1F,2021-08-02,E9138498819
0165,そば割烹 よいん ,福井県福井市福新町1913,2021-08-02,E9138735566
0163,リベール,福井県越前市小松2-21-40,2021-08-02,E9138498738
0162,cafe カシュカシュ,福井県福井市八ツ島町31字宮島302-1,2021-08-02,E9138735983
0159,風の街 やしろ店,福井県福井市渕2-1807,2021-08-02,E9138735617
0157,レストラン 源治,福井県大飯郡高浜町宮崎63-24-1,2021-08-02,E91376636981
0156,mondo（モンド）,福井県大野市有明町21-18,2021-08-02,E9138813821
0155,永平寺の館 雲粋,福井県吉田郡永平寺町市野々13-38-2,2021-08-02,E913881482
0153,六本弦,福井県福井市田原2丁目26-4,2021-08-02,E9138736741
0151,季ノ肴 よしかわ,福井県福井市若杉4丁目702,2021-08-02,E9138735596
0149,おらんだ亭,福井県福井市南四ツ居1-21-11,2021-08-02,E91387365784
0148,料亭 中松,福井県鯖江市旭町1-5-3,2021-08-02,E91387323711
0147,谷口屋,福井県坂井市丸岡町上竹田37-26-1,2021-08-02,E913881758
0146,カフェ＆カラオケ Yell,福井県福井市御幸4丁目10-6,2021-08-02,E9138736493
0145,居酒屋 あいらんど,福井県福井市学園2-11-20,2021-08-02,E91387359281
0144,ゆのくに,福井県敦賀市本町1丁目7-27,2021-08-02,E91384677323
0143,内くら,福井県福井市品ヶ瀬町5-97,2021-08-02,E9138811984
0142,潮騒の館 やし楼,福井県坂井市三国町安島64-1-68,2021-08-02,E913876242
0141,みどり亭,福井県勝山市遅羽町比島33-1,2021-08-02,E913881649
0140,味のよしだや しのぶ庭,福井県あわら市春宮1-8-13,2021-08-02,E9138763464
0139,呑処 桃太郎,福井県大野市有明町19-14,2021-08-02,E9138813821
0138,あぶりや親方,福井県大野市東中町812,2021-08-02,E9138813586
0136,魚栄楼,福井県越前市粟田部町29-36,2021-08-02,E9138499768
0135,サバエ・シティーホテル イル・ヴィゴーレ,福井県鯖江市桜町3-3-3,2021-08-02,E9138732295
0133,レストラン ときわ,福井県大野市友江12-6,2021-08-02,E9138813856
0132,遊食楽呑 かんきち 鯖江本店,福井県鯖江市三六町1-14-6,2021-08-02,E9138732567
0131,Cafe＆Bar RED SHOES,福井県あわら市温泉5-1302 ハイム松月103号,2021-08-02,E91387626797
0129,魚𠮷,福井県鯖江市吉谷町23-16,2021-08-02,E913873344
0128,越前めん処 江戸屋,福井県越前市高瀬2-6-15,2021-08-02,E91384987333
0127,ことぶき,福井県越前市粟田部町29-38-2,2021-08-02,E9138499768
0125,山仁,福井県福井市豊島2-3-17,2021-08-02,E91387364817
0124,お食事処 みつや,福井県小浜市小浜酒井1-52,2021-08-02,E91384437386
0123,そば処 盛安,福井県坂井市三国町北本町3-2-30,2021-08-02,E913876242
0122,自家製麺食堂。 鯖の江,福井県鯖江市持明寺町10-19-3,2021-08-02,E9138732428
0120,足立屋,福井県小浜市和多田31-9-3,2021-08-02,E913841889
0119,Berceau,福井県福井市東森田3-1815,2021-08-02,
0117,maple＊honey,福井県福井市文京6丁目35-18,2021-08-02,E9138735955
0116,テキサスハンズ 四ツ居店,福井県福井市南四ツ居1丁目1-2,2021-08-02,E91387365784
0115,FRUITS & DRINK あいぽーと,福井県坂井市三国町安島64-1（東尋坊）,2021-08-02,E913876242
0113,郷土の味 かど宗,福井県坂井市丸岡町一本田31-10-1,2021-08-02,E9138739834
0112,カラオケ居酒屋 淳,福井県鯖江市幸町2-4-3 三好マンション202,2021-08-02,E9138732595
0111,Ange,福井県大野市日吉町13-4,2021-08-02,E9138813812
0110,九頭竜 天然鮎茶屋 さぎり屋,福井県吉田郡永平寺町松岡上合月36-50,2021-08-02,E9138817142
0109,びしゃもん,福井市問屋町3-201,2021-08-02,E9138736557
0108,ナイト・イン・モンステラ,福井県勝山市本町1丁目4-27,2021-08-02,E91388165796
0106,秋吉 上中店,福井県三方上中郡若狭町三宅92-2-15,2021-08-02,E913845137
0105,ロンシャン,福井県大野市日吉町19-10,2021-08-02,E9138813812
0103,中華レストラン 百楽,福井県越前市小松2丁目23-9,2021-08-02,E9138498738
0101,錦場,福井県福井市南四ツ居1-9-21,2021-08-02,E91387365784
0099,すなっく 5年3組,福井県敦賀市本町1丁目2-2 OKビル2F,2021-08-02,E91384677323
0098,カフェダイニング BOND,福井県越前市稲寄町24-1-27,2021-08-02,E9138498896
0097,スナック 鈴奈,福井県越前市桂町5-10,2021-08-02,E91384988186
0096,CaFe 結,福井県越前市村国3-17-5 YOU上の島1F,2021-08-02,E9138498865
0095,谷よし,福井県勝山市本町2-5-2,2021-08-02,E91388165847
0094,秋吉 新田塚店,福井県福井市経田1-1414,2021-08-02,E9138736779
0092,トロン温泉浴施設 うらら館,福井県大野市南六呂師169-136,2021-08-02,E91388242
0091,居酒屋 佐助,福井県勝山市芳野町2-1-64,2021-08-02,E91388247
0088,ナイトルーム 妙,福井県福井市春山2-1-3 伊東ビル1F,2021-08-02,E91387367147
0086,ふるさと渓流,福井県坂井市丸岡町山竹田70-4,2021-08-02,E91388412
0084,カラオケ喫茶 香音,福井県勝山市本町4丁目7-21,2021-08-02,E91388165818
0083,鉄板焼 案山子,福井県あわら市二面5-208,2021-08-02,E913876292
0082,布作,福井県越前市粟田部町26-6,2021-08-02,E9138499768
0081,和食処 かばた,福井県福井市文京6-22-7,2021-08-02,E9138735955
0079,萌え木,福井県福井市高木中央2丁目2901-1,2021-08-02,E9138739132
0078,ホテルうみんぴあ レストラン -SAVOR-,福井県大飯郡おおい町成海1-8,2021-08-02,E913844169
0075,地酒蔵,福井県鯖江市柳町3丁目2-9,2021-08-02,E91387323723
0074,スナック 由紀,福井県大飯郡高浜町宮崎86-20-9,2021-08-02,E91376636981
0072,お好み焼 からんころん,福井県福井市大願寺2-6-28,2021-08-02,E91387367834
0071,リストランテ Aggi,福井県福井市問屋町4丁目701番地,2021-08-02,E9138736558
0070,ぷうあぷう ラポスト,福井県吉田郡永平寺町東古市9-35-2,2021-08-02,E9138817218
0068,酒楽 山おか,福井県福井市二の宮4-1-1 高橋ビル１F,2021-08-02,E9138735996
0067,まつ治,福井県小浜市小浜竜田78,2021-08-02,E91384437381
0066,月見亭,福井県越前市松森町15-4-23,2021-08-02,E9138498543
0065,レストラン 安土山,福井県大飯郡高浜町和田133-9-2,2021-08-02,E913844173
0064,あら井や料理店,福井県勝山市本町3丁目3-4,2021-08-02,E91388165844
0063,伊酒屋 バル ジーモ,福井県吉田郡永平寺町松岡御公領503-2 医大前Ｋコーポ1F,2021-08-02,E9138739368
0061,しゃぶしゃぶ 万両,福井県福井市西開発1-2404,2021-08-02,E91387367628
0060,DogSaion＆Café chienka,福井県坂井市丸岡町新九頭竜1-242,2021-08-02,E9138739297
0058,まンまや おちょkitchen,福井県福井市日之出2-7-16,2021-08-02,E9138736488
0057,BEAUTY&CAFE JURAKU,福井県鯖江市下河端町4-6-1,2021-08-02,E9138732654
0054,レ・ボン・セパージュ,福井県福井市船橋黒竜1丁目206,2021-08-02,E91387391177
0053,Studio 詩音,福井県小浜市生守6-33-1 松山ビル2F,2021-08-02,E913844357
0052,イタリア料理 Peperino,福井県敦賀市御名53-108-1,2021-08-02,E913845936
0051,NALU,福井県勝山市本町2-2-27,2021-08-02,E91388165847
0049,(有) 魚治,福井県勝山市沢町1-4-21,2021-08-02,E91388168213
0048,レストラン 金龍,福井県吉田郡永平寺町東古市16-42-1,2021-08-02,E9138817218
0047,居食屋 りゅう,福井県吉田郡永平寺松岡上合月2-66-1,2021-08-02,E9138817142
0045,歌謡酒場 七色,福井県敦賀市本町1-2-12 越路ビル1F,2021-08-02,E91384677323
0044,ラウンジ LuPi,福井県敦賀市本町1丁目14-27 アスナビル1Fの1号,2021-08-02,E91384677323
0043,スナック 春花,福井県越前市北府2丁目15-13 石田ビル1Ｆ,2021-08-02,E9138498857
0042,スナック 庄兵衛,福井県勝山市滝波町3丁目206,2021-08-02,E913881673
0040,九龍飯店,福井県鯖江市有定町2-4-28-2,2021-08-02,E9138732283
0039,やっこ,福井県福井市足羽1-14-21,2021-08-02,E9138735695
0038,焼肉 万賛館,福井県勝山市沢町2-7-27,2021-08-02,E91388168225
0037,花月楼,福井県勝山市本町2-6-21,2021-08-02,E91388165847
0036,小牧かまぼこ,福井県敦賀市余座13-1-1,2021-08-02,E9138467821
0034,とんかつ カルマ 本店,福井県福井市二の宮3-1-11,2021-08-02,E9138736775
0033,味処 けやき,福井県坂井市坂井町蔵垣内34-14-1,2021-08-02,E913876311
0032,秋吉 武生店,福井県越前市府中1-12-26,2021-08-02,E9138498824
0031,ホテル 流星館,福井県大飯郡おおい町名田庄納田終109-6-1,2021-08-02,E91384174
0029,鉄板創作串 JIN,福井県小浜市大手町5-20 七福タウン,2021-08-02,E9138443739
0028,若狭マリンプラザ,福井県小浜市岡津44,2021-08-02,E91384427
0025,鉄板焼きダイニング Voyage,福井県鯖江市丸山町1丁目2-4,2021-08-02,E9138732598
0024,茶房すなっく 古都,福井県福井市四ツ井2-3-6,2021-08-02,E9138736735
0023,鉄板焼きと居酒屋のお店 七転び八起き,福井県福井市明里町11-10,2021-08-02,E9138735688
0022,永平寺 九頭竜らー麺 庫裡庵,福井県吉田郡永平寺町松岡兼定島11-50-2,2021-08-02,E91387393821
0021,居酒屋 岩倉,福井県越前市桂町5-11,2021-08-02,E91384988186
0019,よ志元 本店,福井県越前市元町6-12,2021-08-02,E91384988129
0018,びすとろ も・談屋,福井県鯖江市糺町25-12-2,2021-08-02,E913873258
0017,ぬの家,福井県鯖江市水落町3丁目2-17,2021-08-02,E913873261
0016,カフェ＆パブ ダイハード,福井県敦賀市元町18-32,2021-08-02,E9138467735
0015,セピア,福井県大野市中狭3丁目1102,2021-08-02,E91388138298
0014,スナック 麻里,福井県勝山市滝波町4丁目1102,2021-08-02,E9138816763
0011,ごはんや 蓮 REN,福井県南条郡南越前町牧谷29-8,2021-08-02,E913849678
0010,グラン・シェフ クーゼー,福井県福井市今市町40-1-1 ハーモニーホール敷地内,2021-08-02,E9138735329
0009,カラオケ喫茶 らんでぶー,福井県敦賀市金山89-3-6 三谷ビル101,2021-08-02,E913845961
0008,カラオケ喫茶 宝,福井県敦賀市若葉町2丁目407 Fビル2F,2021-08-02,E9138467417
0007,カフェテラス MAKI,福井県福井市高木中央2-4109,2021-08-02,E9138739132
0006,喫茶 アイビー,福井県坂井市丸岡町石城戸町1-11,2021-08-02,E91387399146
0004,COZY COFFEE,福井県吉田郡永平寺町吉波22-104,2021-08-02,E913881732
0003,Brown Rice Bar,福井県福井市花月2-13-17,2021-08-02,E9138735938
0002,焼き鳥居酒屋 火の鳥,福井県大野市中保22-1-1,2021-08-02,E9138813838
0001,レストラン リーフテラス,福井県福井市高木中央3-701,2021-08-02,E9138736799