認証番号,店名,住所,更新日,townid,geo3x3
1059,カラオケ喫茶＆居酒屋 遊歌の駅,福井県丹生郡越前町朝日4-15-1,2021-08-02,E9138731667,E9138731692567
1062,海鮮アトム 花堂ベル店,福井県福井市花堂南2-16-1,2021-08-02,E9138735399,E9138735399523
1063,海鮮アトム 大和田エルパ店,福井県福井市大和田2丁目1212番地,2021-08-02,E9138739219,E9138739216677
1065,海鮮アトム 和田店,福井県福井市和田東2-1102,2021-08-02,E9138736546,E9138736546476
1068,千束そば,福井県敦賀市清水町1-20-8,2021-08-02,E9138467733,E9138467733523
1083,南川荘,福井県大飯郡おおい町名田庄三重52-18-1,2021-08-02,E913841882,E9138418832731
1090,スナック Lan,福井県小浜市小浜広峰87 人見ビル2F,2021-08-02,E91384437623,E91384437623
1097,呑み唄い キララPark,福井県小浜市駅前町3-15 1F,2021-08-02,E9138443736,E9138443738313
1100,華づな,福井県福井市西谷1丁目1201,2021-08-02,E9138735631,E9138735631994
1101,秋吉 大野店,福井県大野市春日3-1-31,2021-08-02,E91388135583,E9138813579344
1119,(株) 南部酒造場（花垣酒蔵BAR）,福井県大野市元町6番9号,2021-08-02,E9138813814,E9138813814524
1123,潮富荘,福井県大飯郡高浜町日引5-3,2021-08-02,E913766641,E9137666411142
1127,木の芽屋,福井県福井市小山谷町33-4-14,2021-08-02,E9138735681,E9138735659834
1128,だるま,福井県小浜市駅前町2-3,2021-08-02,E9138443736,E9138443736725
1130,秋吉 種池店,福井県福井市種池2-712,2021-08-02,E91387356118,E9138735611587
1132,旅館 またべゑ,福井県三方郡美浜町日向47-51,2021-08-02,E913845729,E9138458146778
1135,アプロディール 華双寿,福井県小浜市小浜日吉75,2021-08-02,E91384437374,E9138443737448
1137,たにでの店 日本海さかな街店,福井県敦賀市若葉町1-1531,2021-08-02,E9138467441,E9138467441452
1143,喰楽酒場 えにしや,福井県福井市渕4-2807,2021-08-02,E9138735563,E9138735563441
1146,日本料理 いたや,福井県坂井市三国町新保45-1-1,2021-08-02,E913876242,E9138762188746
1152,民宿 萬谷,福井県三方郡美浜町日向47-14,2021-08-02,E913845729,E9138458148341
1154,カレーハウス CoCo壱番屋 福井つくし野店,福井県福井市石盛町914,2021-08-02,E9138739188,E9138739178395
1158,カフェ ふたば,福井県福井市二の宮3-36-13,2021-08-02,E9138736775,E9138736777231
1159,珈琲館,福井県福井市大町2-1009 フローデンハイツ102,2021-08-02,E9138736176,E9138736413427
1160,スナック 荘苑,福井県小浜市駅前町8-20,2021-08-02,E9138443736,E9138443739222
1161,入舟,福井県三方郡美浜町日向47-46,2021-08-02,E913845729,E9138458149128
1163,スキージャム勝山 バーベキューガーデン,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1166,魚民 武生駅前店,福井県越前市府中1-11-2 アル・プラザ武生1F,2021-08-02,E9138498824,E9138498824917
1167,阿さひ旅館,福井県大野市錦町5-12,2021-08-02,E9138813815,E9138813815823
1170,マルケーボート,福井県大飯郡高浜町 若狭和田ビーチ,2021-08-02,E913844173,E913844173
1174,徳兵衛,福井県勝山市郡町3-101,2021-08-02,E9138816843,E9138816851516
1177,スナック 匠,福井県小浜市清滝86-2,2021-08-02,E91384437629,E9138443765328
1178,魚北野,福井県越前市住吉町9-23,2021-08-02,E91384988212,E9138498587787
1179,若杉末広亭,福井県小浜市大手町8-5,2021-08-02,E9138443739,E9138443763554
1180,個室居酒屋 ぼんた 本店,福井県福井市二の宮2丁目8番75号,2021-08-02,E9138736784,E9138736785118
1181,旬彩肉焼居酒屋 ぼんた,福井県福井市大和田2丁目401,2021-08-02,E9138739219,E9138739216471
1188,四季彩の宿 花椿,福井県小浜市小浜白鳥72-1,2021-08-02,E9138443729,E9138443729385
1189,ホテル アーバンポート,福井県小浜市小浜白鳥72-1,2021-08-02,E9138443729,E9138443729385
1190,Lounge Salon,福井県福井市順化2-20-2 エルミオーレビル2F,2021-08-02,E91387359339,E9138736711768
1195,浪路旅館,福井県三方郡美浜町久々子47-38,2021-08-02,E913845821,E9138458242173
1196,ニシムラカフェ 春江店,福井県坂井市春江町随応寺25-1 ハーツはるえ,2021-08-02,E9138739445,E9138739457411
1197,あわら北潟温泉 hanaゆらり,福井県あわら市北潟211,2021-08-02,E9138763377,E9138766129355
1204,MODERN GIRL,福井県福井市順化2-12-19 プラチナビル4F402,2021-08-02,E91387359339,E91387359339
1207,秋吉 勝山店,福井県勝山市本町1-3-6,2021-08-02,E91388165796,E9138816587186
1208,勝山ニューホテル,福井県勝山市片瀬町2-114,2021-08-02,E9138816648,E9138816566863
1209,びっくりドンキー 福井開発店,福井県福井市西開発2-101-3,2021-08-02,E9138736768,E9138736766754
1210,秋吉 橋南店,福井県福井市みのり2-3-15,2021-08-02,E91387364447,E9138736444767
1219,Lounge SAYA,福井県福井市順化1-17-5,2021-08-02,E9138736711,E9138736711846
1225,J’ADORE,福井県福井市順化2-13-1,2021-08-02,E91387359339,E9138736711495
1227,GRACE グレイス,福井県小浜市小浜酒井1-63 村上ビル1F,2021-08-02,E91384437386,E9138443738652
1231,料亭 丹巖洞,福井県福井市加茂河原1丁目5-12,2021-08-02,E9138735687,E9138735684756
1233,Luce,福井県福井市順化2-13-14 コパビル2F,2021-08-02,E91387359339,E91387359339
1237,紅鈴蘭,福井県福井市福町1-2705,2021-08-02,E9138735568,E9138735569515
1238,イタリア料理 LINO,福井県坂井市丸岡町霞町1-23,2021-08-02,E91387399173,E9138739918114
1247,Soin,福井県福井市高木2-112-3,2021-08-02,E9138739122,E9138739126151
1248,イタリア料理店 Grosso,福井県福井市西谷2-2709,2021-08-02,E9138735623,E9138735625294
1249,ふぐ料理 五作荘,福井県大飯郡高浜町和田131-16-1,2021-08-02,E913844173,E9138441738678
1250,kitchen Giocatore,福井県越前市高瀬2-3-3,2021-08-02,E91384987333,E9138498811432
1252,salon de 紅,福井県福井市順化2丁目20-14 ワコーKプラザビル1F,2021-08-02,E91387359339,E91387359339
1253,ワインと熟成牛タン 刻 ～Toki～,福井県福井市若杉1-2921 エリジオン若杉101,2021-08-02,E9138735674,E9138735674245
1256,Refrein,福井県福井市順化2-20-1 ランドマーク3F,2021-08-02,E91387359339,E9138736711766
1261,蕎麦屋 竹もり,福井県敦賀市野神26-4-11,2021-08-02,E9138467454,E9138467445352
1262,寿司 魚新,福井県あわら市舟津48-19-5,2021-08-02,E9138762911,E9138762678424
1263,おおい町情報交差点 ぽーたる,福井県大飯郡おおい町本郷153-26-1,2021-08-02,E913844165,E9138441684448
1264,スナック みどり,福井県大野市弥生町7-20 サミットビル パート2,2021-08-02,E9138813813,E9138813813
1269,居酒屋 桃太郎,福井県坂井市丸岡町一本田27-12-14,2021-08-02,E9138739834,E9138739831681
1270,８番らーめん 大野店,福井県大野市陽明町3-607,2021-08-02,E9138813851,E9138813851565
1282,カラオケ 鶯,福井県勝山市遅羽町ほうき52-1,2021-08-02,E913881627,E9138816279635
1286,29BAR million,福井県小浜市小浜竜田20-2,2021-08-02,E91384437381,E9138443738552
1288,かつ昇,福井県坂井市坂井町蔵垣内32-19-10,2021-08-02,E913876311,E9138739779745
1289,若竹食堂,福井県越前市深草2-2-11,2021-08-02,E9138498817,E9138498817244
1291,ＭiMi,福井県福井市毛矢3-2-2,2021-08-02,E91387356937,E9138735693989
1293,いろは,福井県越前市粟田部町31-19,2021-08-02,E9138499768,E9138499769935
1294,マクドナルド 春江店,福井県坂井市春江町随応寺23-10-1,2021-08-02,E9138739445,E9138739449272
1295,ファストフード 和洋菓子 あかお,福井県小浜市駅前町6-38,2021-08-02,E9138443736,E9138443736795
1297,ダイニングカラオケ 東煬（トウヨウ）,福井県敦賀市神楽町1丁目1-11,2021-08-02,E91384677328,E9138467732882
1298,スナック きゃっつ愛,福井県小浜市小浜住吉28 吉田ビル1F,2021-08-02,E91384437375,E9138443737284
1300,中華 寿楽,福井県福井市文京3-14-1 明春コーポ105,2021-08-02,E9138735966,E9138736744756
1304,プラス1,福井県福井市みのり4-12-6,2021-08-02,E9138735664,E9138735664664
1309,料理・仕出し おなが,福井県福井市半田町4-32,2021-08-02,E913873377,E9138736112743
1312,茶屋 希舟,福井県小浜市小浜貴船68-2,2021-08-02,E91384437267,E9138443726754
1317,うたごえ喫茶 ふれあい 大野店,福井県大野市中挾1-1407,2021-08-02,E91388138298,E9138813825696
1318,うたごえ喫茶 ふれあい 丸岡店,福井県坂井市丸岡町東洋2-92,2021-08-02,,E9138739915525
1319,野坂鮮魚店,福井県福井市石盛2丁目2005,2021-08-02,E9138739188,E9138739197722
1321,中村商店,福井県小浜市水取1-5-6,2021-08-02,E91384438479,E9138443848759
1322,与平寿司,福井県坂井市三国町神明2-1-20,2021-08-02,E913876242,E9138762458591
1326,コーヒーハウス ホームズ,福井県福井市河増町21-60-3,2021-08-02,E9138736588,E9138736588425
1328,kitchen＆Bar OPEN UP,福井県大野市元町2-16,2021-08-02,E9138813814,E9138813736395
1329,すなっく きみchan,福井県小浜市小浜清滝92,2021-08-02,E91384437629,E9138443765339
1331,魚きん 野呂魚店,福井県大野市木本58-23,2021-08-02,E913857988,E9138813262382
1336,カラオケ喫茶 ニューアマーレ,福井県福井市下江守町4-10-2,2021-08-02,E9138735534,E9138735533575
1337,ティラウンジ 亜茶,福井県大野市国時町1012,2021-08-02,E9138813585,E9138813586191
1338,コーヒーハウス COCO,福井県福井市みのり4-6-7,2021-08-02,E9138735664,E9138735664734
1339,長兵衛,福井県勝山市片瀬町2-515,2021-08-02,E9138816648,E9138816647486
1340,魚処 定吉,福井県敦賀市蓬莱町17-25 2F,2021-08-02,E9138467737,E9138467726835
1342,カフェ＆ランチ 室,福井県勝山市立川町1-16-16,2021-08-02,E91388165813,E9138816581272
1353,しゃぶしゃぶ温野菜 敦賀店,福井県敦賀市若葉町1-1555,2021-08-02,E9138467441,E9138459663639
1361,きざき旅館,福井県小浜市塩竈60,2021-08-02,E91384437616,E9138443762448
1362,スキージャム勝山 ウインドブレイク,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1363,スキージャム勝山 伊炉里,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1364,スキージャム勝山 グランドカフェ,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1368,Vecchietta,福井県福井市加茂河原1-4-5,2021-08-02,E9138735687,E9138735684877
1372,楓,福井県勝山市鹿谷町発坂11-37,2021-08-02,E9138816715,E9138816718139
1381,じゅうじゅうカルビ 福井南店,福井県福井市江守中1丁目1810,2021-08-02,E9138735379,E9138735613258
1383,トマトアンドオニオン 敦賀木崎店,福井県敦賀市木崎12号,2021-08-02,E913845966,E9138459669624
1384,トマトアンドオニオン 小浜店,福井県小浜市和久里11号石塔前22,2021-08-02,E9138443821,E9138443821397
1385,トマトアンドオニオン 三国イーザ店,福井県坂井市三国町三国東5-1-20,2021-08-02,E913876242,E9138762541414
1386,トマトアンドオニオン 高木店,福井県福井市高木中央2-3410,2021-08-02,E9138739132,E9138736797977
1388,ガスト 福井坂井店,福井県坂井市坂井町下新庄16-25,2021-08-02,E913873978,E9138739776811
1390,sobar's,福井県越前市府中1-12-2,2021-08-02,E9138498824,E9138498824286
1399,浄法寺屋,福井県大野市本町6-24,2021-08-02,E91388138171,E9138813817511
1401,８番らーめん 御幸店,福井県福井市御幸3-16-31,2021-08-02,E9138736492,E9138736492262
1407,坂井市竹田農山村交流センター ちくちくぼんぼん,福井県坂井市丸岡町山口60-8,2021-08-02,E91388187,E9138817849381
1410,名水手打そば お清水,福井県大野市泉町3-8,2021-08-02,E9138813732,E9138813733462
1415,Steak&Wine ぼたん亭,福井県敦賀市新松島町3-8,2021-08-02,E9138467475,E9138467476458
1416,民宿 平田かざえもん,福井県大飯郡高浜町和田122-2-1,2021-08-02,E913844173,E9138441735453
1417,マクドナルド 27号小浜店,福井県小浜市遠敷8₋702₋4,2021-08-02,E913844391,E9138443674592
1421,牛角 羽水店,福井県福井市羽水1-607-1,2021-08-02,E91387364291,E9138736437195
1425,きはちらくはち 花堂店,福井県福井市花堂北1-12-25 2F,2021-08-02,E9138736414,E9138736414451
1429,きはちらくはち やしろ店,福井県福井市渕2-1005,2021-08-02,E9138735617,E9138735617115
1434,道の駅 一乗谷あさくら水の駅,福井県福井市安波賀中島町1-1-1,2021-08-02,E9138814117,E9138736363879
1436,ラポーゼかわだ お食事処ほたる,福井県鯖江市上河内町19-37-2,2021-08-02,E913881118,E9138811175168
1439,旅館 金森,福井県三方郡美浜町日向10-65,2021-08-02,E913845729,E9138458151812
1440,魚玉木,福井県勝山市芳野町1丁目4-9,2021-08-02,E91388247,E9138816822828
1441,Ray,福井県小浜市小浜酒井56,2021-08-02,E91384437386,E9138443738589
1442,かくれんぼ,福井県小浜市駅前町19-40-3,2021-08-02,E9138443736,E9138443814724
1444,ニューサンピア敦賀,福井県敦賀市呉羽町2番地,2021-08-02,E9138467448,E9138467448639
1447,上々屋 舞屋店,福井県福井市舞屋町2-13,2021-08-02,E9138735389,E9138735389971
1451,酒楽旬魚 ごう 鯖江店,福井県鯖江市五郎丸町235,2021-08-02,E9138732342,E9138732342167
1452,宝来屋,福井県小浜市上野30-22-1,2021-08-02,E9138443653,E9138443667227
1457,群青,福井県福井市大和田1丁目101番地,2021-08-02,E9138739213,E9138739212592
1459,カラオケCAFÉ＆snack 笑,福井県福井市日之出5-9-10 黒川マンション1F,2021-08-02,E91387367263,E9138736734451
1460,アイザワ商店,福井県小浜市加茂78-5,2021-08-02,E913845173,E9138451811717
1464,夜かん飛紅,福井県小浜市小浜酒井1番12,2021-08-02,E91384437386,E9138443738611
1465,漁火の宿しまや,福井県丹生郡越前町茂原5-13,2021-08-02,E913848985,E9138489844316
1467,Cafeteria 味菜,福井県福井市文京3-9-1,2021-08-02,E9138735966,E9138735966428
1468,越前そば処 勝食,福井県勝山市郡町1丁目264,2021-08-02,E9138816819,E9138816819191
1469,道とん掘 高木店,福井県福井市高木中央1-106,2021-08-02,E9138739123,E9138739126314
1471,扇屋旅館,福井県大野市泉町6-10,2021-08-02,E9138813732,E9138813733776
1472,kitchen house GARBO,福井県小浜市駅前町7-5 2F,2021-08-02,E9138443736,E9138443736848
1473,Riz et R,福井県丹生郡越前町内郡14-8,2021-08-02,E9138731682,E9138731692623
1474,お食事＆喫茶 ゆかり,福井県勝山市元町3丁目6-23,2021-08-02,E9138816559,E9138816559975
1477,さんじのおやつ（うさぎぐみ）,福井県福井市松城町12-7 パリオCiTY2F フードコート内,2021-08-02,E91387364996,E9138736499916
1478,北陸 福井 あわら温泉 美松,福井県あわら市舟津26-10,2021-08-02,E9138762911,E9138762599989
1479,割烹 峰,福井県勝山市郡町1-230,2021-08-02,E9138816819,E9138816827878
1481,海鮮アトム 若杉店,福井県福井市若杉3-1703,2021-08-02,E91387356484,E9138735671239
1482,きはち屋 学園店,福井県福井市学園2-12-13,2021-08-02,E91387359281,E9138735927654
1484,ららら,福井県福井市日光2-16-9,2021-08-02,E9138735952,E9138735951382
1489,彦亭,福井県あわら市大溝1-27-45,2021-08-02,E9138763446,E9138763445398
1496,御宿・お食事処 小鉄,福井県丹生郡越前町午房ヶ平19鎌岩34,2021-08-02,E913848952,E913848952
1498,うみの宿 さへい,福井県南条郡南越前町糠12-21,2021-08-02,E913848935,E9138489334778
1501,民宿 たまむら,福井県南条郡南越前町糠12-14,2021-08-02,E913848935,E9138489329335
1503,旅館 はま屋,福井県南条郡南越前町糠12-9,2021-08-02,E913848935,E9138489329337
1507,民宿 与利喜,福井県南条郡南越前町糠106-1-11,2021-08-02,E913848935,E9138489351926
1509,お食事処 あらいそ,福井県南条郡南越前町糠11-9,2021-08-02,E913848935,E9138489334761
1512,Woo kYon's Kitchen,福井県あわら市温泉5-1302 ハイム松月101号,2021-08-02,E91387626797,E9138762678947
1517,福井競輪売店組合,福井県福井市明里町2-65,2021-08-02,E9138735688,E9138735688194
1520,酒房 ぼんくら,福井県福井市順化2-20-2 エルミオーレビル2F,2021-08-02,E91387359339,E9138736711768
1521,レストラン ジャムハウス,福井県越前市芝原5-20-24,2021-08-02,E9138498877,E9138498874693
1524,はなまるうどん 福井開発店,福井県福井市開発4丁目407-1,2021-08-02,E9138736792,E9138736795334
1527,居酒屋 楽家,福井県大野市若杉町1112,2021-08-02,E91388135843,E9138813581556
1528,居酒屋 Ｊ,福井県大野市神明町203,2021-08-02,E91388135881,E9138813588816
1530,食事処 潤,福井県敦賀市鋳物師町5-23,2021-08-02,E9138467478,E9138467478688
1531,和田屋,福井県福井市今市町1-9,2021-08-02,E9138735329,E9138735322121
1532,カフェ ラグタイム クラシックス,福井県越前市幸町4-7,2021-08-02,E91384988168,E9138498816494
1533,お好み焼 彩か,福井県丹生郡越前町天王20-4-23,2021-08-02,E913873192,E9138731697897
1534,Industrial shop&Bar Craft,福井県福井市春山1丁目7-12 エレガント春山1F,2021-08-02,E91387367149,E9138736718185
1540,カラオケ喫茶 さんぽみち,福井県福井市杉谷町23-44-4,2021-08-02,E913873531,E9138735344322
1544,こっしぇるん。 かふぇ,福井県鯖江市水落町25-28 文化の館内,2021-08-02,E913873261,E9138732539939
1546,焼肉 喰太呂（福井市）,福井県福井市文京6-20-2,2021-08-02,E9138735955,E9138735966428
1551,スナック 浪,福井県小浜市小浜竜田7,2021-08-02,E91384437381,E9138443738278
1557,カフェ＆スナック 麗,福井県大野市春日3丁目19-9,2021-08-02,E91388135583,E9138813581516
1559,スナック きよmi,福井県敦賀市清水町1丁目18-9 神原ビル2F,2021-08-02,E9138467733,E9138467733598
1562,福禄寿し,福井県敦賀市若葉町1-1531 日本海さかな街内A棟,2021-08-02,E9138467441,E9138467441428
1564,カラオケ喫茶 ちゃちゃ,福井県福井市文京1-24-10,2021-08-02,E9138736746,E9138735966428
1565,めん屋 ここ,福井県敦賀市本町1丁目10-4,2021-08-02,E91384677323,E91384677323
1567,チポラ,福井県大野市中荒井町2-418,2021-08-02,E91388138453,E9138813818822
1568,マロンパラダイス,福井県坂井市春江町江留上昭和139,2021-08-02,E91387394167,E9138739415332
1570,大森料亭,福井県坂井市丸岡町本町3-41,2021-08-02,E91387399411,E9138739863391
1571,アロマハウス,福井県福井市文京3-10-10,2021-08-02,E9138735966,E9138735966428
1572,魚味創房 のの庵,福井県福井市文京5-13-33,2021-08-02,E9138735964,E9138735966428
1574,そば処 風りん亭,福井県坂井市春江町随応寺16-11 アル・プラザアミ店内,2021-08-02,E9138739445,E9138739448652
1575,焼肉 銀月,福井県坂井市丸岡町霞町2-16-13,2021-08-02,E91387399179,E9138739941224
1577,ORENO 燻 IBUSHI,福井県大野市有明町19-10,2021-08-02,E9138813821,E9138813825145
1578,小料理 おそめ,福井県越前市京町1-4-35,2021-08-02,E91384988156,E9138498815671
1579,旬彩割烹 吟楽,福井県福井市二の宮4-46-25,2021-08-02,E9138735996,E9138736777113
1580,九・九八,福井県福井市福1丁目1609,2021-08-02,E9138735642,E9138735641911
1581,ブックカフェ ゴドー,福井県越前市府中1-9-19,2021-08-02,E9138498824,E9138498824361
1582,カラオケ喫茶 永遠,福井県越前市北府2丁目15-15,2021-08-02,E9138498857,E9138498849867
1583,焼肉たむら 福井大和田店,福井県福井市大和田2-422,2021-08-02,E9138739219,E9138739216416
1584,スナック 麗,福井県勝山市滝波町2丁目304-1,2021-08-02,E9138816818,E9138816842375
1585,はんなり鮨,福井県坂井市三国町加戸119-17-15,2021-08-02,E913876242,E9138762823434
1586,お食事処 佳,福井県鯖江市杉本町30-14-3,2021-08-02,E9138732821,E9138732821268
1590,カフェ・ド リド,福井県福井市舟橋新1-205,2021-08-02,E91387383389,E9138738339484
1594,カメハメハ大農場の農家カフェ&スイーツ,福井県あわら市温泉1丁目210,2021-08-02,E9138762676,E9138762676758
1598,お食事処 味美家,福井県福井市日之出1-17-20,2021-08-02,E91387367221,E9138736487941
1599,福彩り食堂 のむら屋,福井県勝山市元町2丁目13-32,2021-08-02,E9138816582,E9138816586145
1600,新バリバリ,福井県福井市光陽2-1-19,2021-08-02,E9138735922,E9138735925837
1601,カラオケ喫茶 ゆうらん,福井県三方郡美浜町早瀬1-5,2021-08-02,E913845818,E9138458167448
1603,カフェメルカード ミサキ,福井県小浜市大手町7-1,2021-08-02,E9138443739,E9138443763211
1606,喫茶室 ベル・カフェ,福井県あわら市温泉5-1502,2021-08-02,E91387626797,E9138762679781
1607,焼肉 輝,福井県大野市春日174-7-6,2021-08-02,E91388135583,E9138813586525
1609,Cafe はぁとの葉っぱ,福井県坂井市三国町北本町2-1-20 三国駅舎内,2021-08-02,E913876242,E9138762459662
1610,寿しひろ,福井県福井市御幸3丁目9₋7,2021-08-02,E9138736492,E9138736492
1611,希望,福井県越前市国府1丁目10-25,2021-08-02,E9138498819,E9138498819565
1612,割烹 加藤,福井県越前市高瀬1-3-32,2021-08-02,E9138498499,E9138498577734
1617,コメダ珈琲店 大野インター店,福井県大野市中保9-14-1,2021-08-02,E9138813838,E9138813837398
1618,めん亭 いろは栄,福井県大野市春日155-14-1,2021-08-02,E91388135583,E9138813558627
1620,urarabi,福井県福井市順化2-12-14 プリンスビル301,2021-08-02,E91387359339,E9138736711459
1621,魚清,福井県鯖江市北中町23-33,2021-08-02,E913873362,E9138733623658
1625,和風料理 美の正,福井県敦賀市津内町2-8-8,2021-08-02,E9138467497,E9138467497382
1626,美術館喫茶室 ニホ,福井県福井市文京3-16-1,2021-08-02,E9138735966,E9138735966428
1627,BEATO,福井県福井市文京6-21-17,2021-08-02,E9138735955,E9138735966428
1629,こんぴら亭 本店,福井県福井市問屋町4-117,2021-08-02,E9138736558,E9138736558738
1631,キッチンラグー,福井県小浜市竜前5-13-1,2021-08-02,E9138443644,E9138443645645
1633,福井県自治会館食堂,福井県福井市西開発4-202-1,2021-08-02,E9138736794,E9138736795485
1634,竹下食堂,福井県南条郡南越前町東大道28-8-7,2021-08-02,E9138495949,E9138495973242
1635,手打ちそば処 七間本陣,福井県大野市元町3-20,2021-08-02,E9138813814,E9138813736665
1636,軽食 おまっとさん,福井県三方上中郡若狭町気山116-22-1,2021-08-02,E9138455762,E9138455793234
1637,菜な花,福井県福井市二の宮3丁目23-32,2021-08-02,E9138736775,E9138736775429
1639,ネイビーブルー,福井県大飯郡おおい町本郷154-1-6,2021-08-02,E913844165,E9138441676574
1640,ゲスト,福井県大飯郡高浜町湯谷1-22-3,2021-08-02,E913766368,E9137663688895
1641,越前そば 西村屋,福井県福井市北四ツ居2丁目1-5,2021-08-02,E91387368151,E9138736811799
1649,Verry Berry,福井県敦賀市清水町1丁目21-18 三宅ビル2F,2021-08-02,E9138467733,E9138467733
1650,荒島テラス,福井県大野市蕨生137-21-1,2021-08-02,E913882146,E9138821473532
1652,スナック アイ,福井県越前市桂町5-9,2021-08-02,E91384988186,E9138498818392
1657,秋吉 豊岡店,福井県福井市光陽4-3-24,2021-08-02,E9138735916,E9138735916549
1660,スナック コップンカー,福井県福井市順化2丁目20番17号 セレクトシティ片町3F,2021-08-02,E91387359339,E9138736711874
1661,民なのお宿 かわもと,福井県丹生郡越前町高佐16-18-3,2021-08-02,E913848982,E9138489818125
1662,プラチナ,福井県小浜市小浜白鬚37 D-1ビル3F,2021-08-02,E91384437379,E91384437379
1663,ダイニング＆カラオケ てっぱん,福井県勝山市滝波町2-119,2021-08-02,E9138816818,E9138816817194
1665,スナック ハッピーナイト,福井県越前市桂町4番9号,2021-08-02,E91384988186,E9138498818389
1667,ビリオン珈琲 鯖江店,福井県鯖江市小黒町3丁目901,2021-08-02,E91387325321,E9138732523815
1668,スナック 美和,福井県大野市大和町3-34,2021-08-02,E91388138161,E9138813815292
1669,カフェ レボ,福井県福井市春日3丁目916-1,2021-08-02,E91387364572,E9138736455784
1671,カラオケ喫茶 エリザベス,福井県福井市舞屋町23-2,2021-08-02,E9138735389,E9138735397759
1678,自家製粉 十割蕎麦 生蕎庵,福井県越前市千原町7-7,2021-08-02,E9138499762,E9138499762863
1681,酒菜屋 どんど,福井県小浜市小浜白鬚37 D-1ビル1F,2021-08-02,E91384437379,E91384437379
